iter	Logloss
648	0.315296003
649	0.3151552494
650	0.31508355
651	0.3150166445
652	0.3149170573
653	0.3148105999
654	0.3147456186
655	0.3146621373
656	0.3145253221
657	0.3144317399
658	0.3143056213
659	0.3142130658
660	0.3141133176
661	0.3140801487
662	0.3139219512
663	0.3138022217
664	0.3137387396
665	0.3136187281
666	0.313459075
667	0.3134184894
668	0.3132665739
669	0.3131845727
670	0.3131197294
671	0.3130343702
672	0.3129130609
673	0.3127694293
674	0.312687654
675	0.3125967142
676	0.3125058059
677	0.3123716474
678	0.312309261
679	0.3121940997
680	0.3121418268
681	0.312046278
682	0.311932908
683	0.3118660533
684	0.3117380285
685	0.3116113027
686	0.3115326838
687	0.3114859867
688	0.3114429077
689	0.3112685069
690	0.3111123835
691	0.311047916
692	0.3109516537
693	0.3108552985
694	0.31075861
695	0.3106574012
696	0.3105777242
697	0.3104730313
698	0.3104102479
699	0.3102855204
700	0.3101888319
701	0.31010801
702	0.3099723458
703	0.3099195497
704	0.3097872007
705	0.3097276234
706	0.3096117475
707	0.309440874
708	0.3093290449
709	0.3092588923
710	0.3091771
711	0.3090783069
712	0.3089604362
713	0.3089161739
714	0.3088305504
715	0.3087257614
716	0.3086113386
717	0.3085370327
718	0.3084569877
719	0.3083397536
720	0.3081889792
721	0.3080795489
722	0.3079570806
723	0.307854444
724	0.3077317632
725	0.3076483883
726	0.3076001903
727	0.3075773402
728	0.3075075432
729	0.3073851422
730	0.3072533507
731	0.3071620078
732	0.3071037395
733	0.306998514
734	0.3068694323
735	0.3067726906
736	0.3066854747
737	0.3065672122
738	0.3064989602
739	0.3063762015
740	0.3062727601
741	0.3061820995
742	0.3061323773
743	0.3060329734
744	0.3059468556
745	0.3058123409
746	0.305751559
747	0.3056389076
748	0.3055805267
749	0.3055055543
750	0.3054163969
751	0.3053294254
752	0.3052870476
753	0.3051836316
754	0.3051190784
755	0.3050524747
756	0.3050131343
757	0.3049416023
758	0.3048713277
759	0.3047776083
760	0.3046695189
761	0.3046218805
762	0.3045666868
763	0.304521838
764	0.3043621063
765	0.304328855
766	0.3042138918
767	0.3040953938
768	0.3039702258
769	0.3038922814
770	0.3037581054
771	0.3037080221
772	0.3036543568
773	0.3035455156
774	0.3035152888
775	0.3034603427
776	0.3033361218
777	0.3032246947
778	0.3031719568
779	0.3030617463
780	0.3029552651
781	0.3028449147
782	0.3027646621
783	0.3026887368
784	0.3026244121
785	0.3025450891
786	0.3023955551
787	0.3023267527
788	0.3022522587
789	0.3021979464
790	0.302054613
791	0.3019767104
792	0.3018993573
793	0.3018153805
794	0.3017249927
795	0.3016664102
796	0.3015313009
797	0.3014236209
798	0.301311657
799	0.3011554656
800	0.3010174822
801	0.3009615797
802	0.3009255274
803	0.3008285098
804	0.3007279046
805	0.3006528854
806	0.3006133631
807	0.3004826472
808	0.3003908511
809	0.300303342
810	0.3002116089
811	0.3001181372
812	0.300002314
813	0.2999125972
814	0.2998234953
815	0.2997823846
816	0.2996526094
817	0.2995656874
818	0.2994433502
819	0.2993591949
820	0.2992960775
821	0.2992316479
822	0.2991692348
823	0.2990704452
824	0.2989948479
825	0.2988786314
826	0.2987914934
827	0.2987056324
828	0.2985831297
829	0.2985093456
830	0.2983897902
831	0.298319274
832	0.2982449814
833	0.298153364
834	0.2980759229
835	0.2979915309
836	0.2979333297
837	0.2978418579
838	0.297770058
839	0.2976984629
840	0.2975586331
841	0.2974782063
842	0.2974203938
843	0.2973420335
844	0.2972683327
845	0.2972172865
846	0.2971664513
847	0.2970993523
848	0.2970104415
849	0.2969328235
850	0.2968605062
851	0.2967931797
852	0.2967016434
853	0.2966363913
854	0.2965692158
855	0.2964696726
856	0.2964149041
857	0.2963576619
858	0.2963045173
859	0.2962274565
860	0.2961081211
861	0.2960486887
862	0.2959447327
863	0.2958970173
864	0.2958028828
865	0.2957333459
866	0.2956613154
867	0.2955793024
868	0.2954971493
869	0.2953836372
870	0.2952661317
871	0.2951833553
872	0.2951238972
873	0.2950681059
874	0.2949495651
875	0.2948584502
876	0.2947472562
877	0.2946228465
878	0.2945122442
879	0.2944211912
880	0.2943533032
881	0.2942948223
882	0.2941611783
883	0.2940746839
884	0.2940053281
885	0.2939603698
886	0.2938782976
887	0.2938188365
888	0.2936919437
889	0.2936315258
890	0.2935284987
891	0.2934582289
892	0.2934119959
893	0.2933398442
894	0.2932546852
895	0.2931935675
896	0.293123699
897	0.2930088616
898	0.2929234687
899	0.2928355108
900	0.2927513885
901	0.2927012449
902	0.2926390365
903	0.2925801708
904	0.2924590018
905	0.2924208873
906	0.292353983
907	0.2923018428
908	0.2922168755
909	0.2921258012
910	0.2920436999
911	0.2919378028
912	0.2918866635
913	0.2917772792
914	0.291711863
915	0.291616167
916	0.2915448506
917	0.2914015254
918	0.2913412222
919	0.2912557515
920	0.2911894559
921	0.2911260799
922	0.2910871296
923	0.2910426412
924	0.2909745248
925	0.2909332238
926	0.2908432783
927	0.2906864369
928	0.2905604375
929	0.290494696
930	0.2904136024
931	0.290316279
932	0.2902013411
933	0.2900988469
934	0.2899864947
935	0.2898911939
936	0.2898242231
937	0.2897489989
938	0.2896417323
939	0.2895524423
940	0.2895025508
941	0.2894552231
942	0.2894182556
943	0.2893466569
944	0.2892286275
945	0.2891995394
946	0.2891477265
947	0.2889962862
948	0.2889191059
949	0.2888506462
950	0.2887895788
951	0.288736293
952	0.2886394728
953	0.2885769906
954	0.2884657616
955	0.2883474475
956	0.2882924752
957	0.2881966899
958	0.2880845218
959	0.2880192248
960	0.2879300201
961	0.2878974222
962	0.2878364769
963	0.2877379494
964	0.2876649588
965	0.28753332
966	0.2874400351
967	0.2873801433
968	0.2873531924
969	0.2873263727
970	0.287208966
971	0.2871751101
972	0.2870935526
973	0.2870220628
974	0.2869426645
975	0.2868125858
976	0.2867517907
977	0.2866546516
978	0.286602962
979	0.2865395786
980	0.2865032858
981	0.2863920673
982	0.286322045
983	0.2862726186
984	0.2861970007
985	0.2861280746
986	0.2860363803
987	0.285990591
988	0.2859398235
989	0.2858613816
990	0.2858034031
991	0.28572211
992	0.2856570088
993	0.2855784223
994	0.2855376485
995	0.2854612747
996	0.2853783729
997	0.2852663742
998	0.2851737192
999	0.2850722139
